sid,lat,lon
1897252N19085,18.799999237060547,84.55276133436531
1897266N17090,18.297661144442635,84.10525919644752
1897275N18084,18.600000381469727,84.37203170544672
1898164N18086,20.35154809851935,86.77577242261887
1898183N21089,21.6384253812781,88.29236060796057
1898221N21089,21.64291263392654,88.45708856602633
1898233N22091,21.799999237060547,88.76763609726063
1898254N18087,20.22712984085083,86.5999984741211
1898263N21089,21.62379969728549,88.11746486618424
1898282N13085,15.811670624983178,80.99221983416541
1898309N11085,12.732577820028734,80.23597749373339
1899220N16094,19.690043290511433,85.31493897551536
1899239N20087,19.791343230656977,85.80865471775641
1899252N18092,18.21356559941585,83.94573961916372
1899264N17089,21.823175155518836,88.64420405286586
1899285N11082,21.77882765239614,88.3788250718843
1900162N19088,19.87904609534936,86.16285944331905
1900173N21088,21.660484261708717,87.69999694824219
1900194N21088,21.631799571427226,87.5705038542447
1900210N19088,19.924646072882723,86.2753551871293
1900221N20088,20.516452822636367,86.75064427003721
1900227N20091,21.522689297195324,87.15461921937623
1900237N21090,21.611339238981984,88.28298954731693
1900258N21088,20.799999237060547,86.96125547983486
1900277N15087,19.76219482317612,85.7252005317774
1901264N17085,18.017589247698115,83.57654599475066
1901286N17087,17.336227357819407,82.6913179984873
1901328N12088,21.932963909623922,88.16648335176991
1902196N21089,21.576816397608702,87.38477467101148
1902231N18086,18.621632573703785,84.39404463967988
1902236N20088,20.766959087053774,86.94956127824322
1902244N21088,21.43361316200094,87.01966532117018
1902266N18090,21.661029501294838,87.63897150286178
1902300N09085,13.32867809393178,80.34264544599101
1903176N22088,21.767234870192354,87.8655317854942
1903193N18087,19.872285133184388,85.4000015258789
1903204N21087,20.700000762939453,86.90080268428011
1903213N20087,20.34090079535317,86.7772960708687
1903278N19086,19.832062713409545,85.95597990959624
1903301N13084,16.51300515037728,82.1773961867383
1903308N11087,12.88243384476985,80.25269510712961
1904146N14083,16.318958416380813,81.7362074749463
1904162N21089,21.659902236691206,88.95990223856752
1904225N20089,21.644286179592353,87.6335688845753
1904233N21089,21.53330286978385,88.5
1904254N18086,18.200000762939453,83.89969866013061
1904288N13085,16.45189243396977,82.04936837419194
1905181N21087,20.600000381469727,86.88234045663214
1905186N22089,21.824217815341935,88.878907570524
1905192N21090,21.8904785453888,88.5730133746469
1905200N21089,20.87772834692866,86.93318576040598
1905250N19087,20.238483357953946,86.6230317582132
1905265N16087,18.227844636500453,83.97215577238494
1905271N22089,22.01283304285372,88.7615036784267
1906169N19086,19.34405875805227,85.02376222573716
1906202N20087,20.05692014358089,86.42924130036273
1906255N22089,21.92257903754845,89.02097115355738
1906267N17088,19.380940301080262,85.0785876679462
1907164N16085,21.98671005696336,88.74219499022638
1907224N21088,21.18761243005725,86.82065019446556
1908220N21088,21.57042839758823,87.32957178498071
1908241N19087,20.058351092072332,86.44165002088218
1908268N17085,16.5,82.13724684771795
1908365N08083,10.600000381469727,75.9925720934598
1909212N21089,21.4678501222079,87.06429680364741
1909245N15084,22.974032471619964,70.0999984741211
1909264N21088,20.89723980383424,86.91932007083388
1909288N14094,21.626847023552436,88.80671461626733
1909297N16094,19.375511276239887,85.07346549394744
1910182N20090,20.75960073531968,87.082795646152
1910213N19087,20.582781346744685,86.858611641968
1910251N22088,21.805092467562066,88.08811436676284
1911160N18089,19.64422727486308,85.46732032461452
1911169N21088,21.588078297363406,87.41192338259039
1911240N19087,19.76801646158948,85.74129678758463
1911263N16093,18.29854743922308,84.10725757407351
1911293N10097,13.103551108612923,92.89763431425018
1912209N20088,20.399701528405405,86.80089350174956
1912214N18086,19.753059618197057,85.69796096560121
1912241N20087,20.527136374362026,86.7819116754395
1912249N22089,21.841267419344405,88.39365834982691
1912266N15085,17.326725902118383,82.67327630118132
1912302N08089,19.864034285065937,86.11315872335182
1913197N19087,19.92464508422394,86.27535330129372
1913204N21090,21.70472530689535,87.7976406220803
1913211N22089,21.700000762939453,88.38483966670185
1913242N20087,19.60597069301739,85.3701500820148
1913286N18086,18.89261654486797,84.60738175901604
1914133N13091,19.074086672520686,84.76295759586885
1914175N19087,19.299999237060547,84.9599253573873
1914191N19087,20.43880936866076,86.80745967309007
1914275N11094,12.334299949070944,92.8314000465476
1915174N17088,18.06535885374377,83.64749767455082
1915213N19089,21.248673652917052,86.85132863590131
1915238N18087,20.646096633937997,86.95390369790259
1915249N19086,18.085809397268015,83.67095312445913
1915273N17089,16.411916688327885,81.97616631500318
1915283N19087,19.149132295421417,84.80520886463758
1915308N13087,14.97718628317486,80.05969623824853
1916163N21088,21.809523863906755,88.09047402894203
1916226N21089,20.700000762939453,87.03197237148441
1916263N18091,21.786402009141778,88.37120147669528
1916276N18088,19.217294238944703,84.86541187777361
1916289N10088,13.412876227432625,74.72274290714194
1916295N12088,16.451547997541937,82.0484526185587
1916301N15092,16.200000762939453,81.20876992287042
1916312N15095,21.554356624796256,87.36913059568592
1916326N09088,12.324874340866673,80.05075157301185
1917121N10084,20.301841048061245,86.71507701529876
1917164N22089,22.10705828173425,88.78588698199226
1917177N20088,20.480229940307254,86.74942190893279
1917219N21088,21.219767651335165,86.83371659785114
1917248N18087,19.610075442485627,85.38992665702881
1917274N19089,20.059087000594523,86.44243364009034
1917297N11093,21.923208048714667,88.76160616068287
1918165N21088,21.4851178780097,87.08720821480712
1918209N20089,20.30835574781998,86.74986366842684
1918247N20088,21.665942795845762,87.70851192721688
1918314N10085,12.4466674671818,80.1422205396204
1919182N20087,19.899999618530273,86.22354378113772
1919209N18090,20.768213614530342,86.96357277093932
1919223N22089,21.91246392956352,88.97507185340743
1919236N19088,19.868838202975393,86.13115929532141
1919243N20089,21.64998167357334,87.67500904421512
1919305N10084,11.394278006413094,79.81716547663848
1920172N20087,19.700000762939453,85.56396032919871
1920184N17087,19.848761733704084,86.05123739618085
1920197N17087,19.848761733704084,86.05123739618085
1920203N23089,21.794242149104978,88.24712078698859
1920212N21089,21.608872069804924,87.49112848087819
1920238N19088,19.868317476992456,86.12920810345906
1920250N17090,21.496377334189287,87.10241364608116
1921205N18089,21.788407178488363,88.707725183825
1921220N21088,21.410020279077138,86.98246390377084
1921245N18089,19.672125205513346,85.49181226981545
1921258N18086,18.00745655910767,83.5652010718649
1921277N11097,14.179147000854915,80.12511724819936
1922109N09093,10.865180185382796,92.48987997368913
1922188N20089,21.453457467725926,87.04654164454911
1922208N21088,21.51797140182768,87.14608308553512
1922231N21088,21.553775867217233,87.24622615885123
1922251N19088,19.705191927156385,85.41948705146648
1922265N20088,21.270539213914518,86.86473145950671
1922321N12096,12.871522668609328,92.85695640844187
1922329N09089,8.291989561505483,77.91602247875758
1923200N19087,20.054407745180097,86.42745587853852
1923222N22091,21.600000381469727,88.2810787624783
1923227N21089,21.53459050099869,88.85513875409195
1923233N21090,21.904961991405266,88.49007277421809
1923258N15086,18.164414478229155,83.83558865771619
1923271N17086,18.42204696636893,84.19743985908727
1923300N09083,16.47727981385808,82.0999984741211
1924216N21090,20.96316326304392,86.89209454284685
1924238N19089,20.02611383948609,86.41083075083041
1924244N13096,13.478750319386606,93.0031209471237
1924267N09089,13.893780333809886,80.10497392087716
1924275N15088,17.39243958315012,82.8100829707566
1924283N15093,19.80079431227119,85.2978828511961
1924309N09086,13.174395647759871,80.31280494937504
1925132N11092,16.071004794022507,81.17632898452634
1925177N20089,21.70472530689535,87.7976406220803
1925184N21089,21.19202526016203,86.8239291037299
1925192N21088,21.0,86.8717951304877
1925206N22089,21.92585488672552,88.80000305175781
1925232N21089,21.346882786651854,86.92493465502736
1925242N19087,19.89298504565529,86.20701546960629
1925249N20088,21.608872069804924,87.49112848087819
1926217N18087,20.002316273633337,86.41675433188547
1926225N24088,21.543009440104168,87.19999694824219
1926257N16089,20.224113819757765,86.59397029615161
1926272N16093,18.08947582656974,83.67631281275928
1927151N17091,21.767513866264867,87.86624498027767
1927167N19087,19.884266683292978,86.1771559807644
1927201N19088,21.413774968713696,86.98622491255952
1927204N21088,21.522690113519353,87.15462053590075
1927208N20089,21.764804047702654,88.5567968336246
1927223N20086,19.89198005665015,86.20400699686553
1927228N21088,21.620341638173045,87.53897586794274
1927233N17090,19.17884096485833,84.82821557774653
1927261N15088,17.228054208434354,73.23167871256881
1927277N17089,18.96084772759594,84.6783055065621
1927302N10091,14.302029447304516,80.14492718752261
1928199N19092,21.69342099576473,88.80411540035925
1928205N19089,21.260780491563604,86.85687492242843
1928237N18089,18.609582348218474,84.38083377768415
1928275N15094,19.689561475485526,85.52087646846267
1929170N19086,18.994953656376975,84.70504338811621
1929192N20088,20.31427426787818,86.75241979721474
1929196N21089,21.687010849682554,88.12598045572969
1929204N22090,22.141727631099997,88.64963961985947
1929219N21090,21.985615890659,88.92876919585278
1929235N20088,20.258614972542496,86.66323532048386
1929240N19089,18.841375161474446,84.57587154254084
1929275N12085,16.493827581319344,82.13538873247865
1930125N06083,10.417432195721318,79.86513413165443
1930179N19089,20.019907954498432,86.42669849232401
1930198N22088,21.62239933940057,87.5440007588725
1930249N18091,19.387668136133918,85.08631967116409
1930294N08086,10.699999809265137,79.85002049040787
1930320N12087,16.21597124840239,81.21512491254421
1931231N21089,21.496844146972457,87.10315426695574
1931242N19088,19.8632514380926,86.11024524222626
1931265N18088,17.908345711435672,83.4666156283784
1931284N17088,18.505054223762397,84.28989441143042
1931303N10084,15.100000381469727,80.04821828720144
1932144N17086,22.116242110669997,88.21623888396725
1932191N19087,21.600000381469727,87.4530002450744
1932201N20088,21.620486076813066,87.53935088857622
1932206N20088,20.32260210767496,86.76986589093859
1932246N19087,19.829327018979434,85.57067233667478
1932262N19089,21.7031194248879,87.7948052686251
1932293N14096,18.350969099702017,84.12354752100819
1932304N11083,17.383220437909138,82.78671091034609
1932316N10083,21.60404451448482,89.00134802719705
1933165N18086,20.607964379056007,86.89469205913109
1933214N19089,21.385412807836968,86.95834876865213
1933220N18091,20.535286364790725,86.7941392898409
1933249N16087,18.10230652422014,83.69769082748499
1933255N20087,20.16121341396852,86.51636135337026
1933260N17093,21.578714562050457,88.30321434555155
1933286N11092,16.47273297466162,82.09089899495524
1934181N21089,21.34427484125733,86.92289605733396
1934212N16086,18.65499855246177,84.43125222069695
1934227N18087,19.84311545622333,86.02844215111618
1934233N21088,21.576095026213824,87.32390553206433
1934260N20089,21.063587787732374,86.8456473231916
1935189N21089,21.757362960957625,87.86395736425929
1935250N20090,19.899999618530273,86.22354378113772
1935290N10083,13.876271801174903,74.59491217457106
1935315N09087,10.399999618530273,79.86547845650038
1936144N14084,21.851967006701518,88.17598087136646
1936163N20089,20.931816085093455,86.90454999346183
1936184N20088,21.588077540842956,87.41192133919034
1936203N18087,19.588190403959764,85.21181152639622
1936239N19089,18.276492597170492,84.07052171311183
1936249N19089,20.062013801101365,86.44496456277513
1936273N15086,19.991165795117706,86.40883556226275
1936299N10088,15.743454795283016,80.9043649402057
1936309N09088,13.03254701124713,80.27908781925743
1937105N10089,13.800000190734863,80.24523817565543
1937192N20087,20.23422974546941,86.61442400226497
1937203N19089,21.14432649120154,86.82269556107275
1937214N21089,21.70284330521792,87.7943177503288
1937246N19087,20.25163764557383,86.64836055805831
1937248N21088,21.537150450155767,87.1837983825397
1937254N18090,21.633947921965287,87.58302486574873
1937269N17094,21.6009674162541,88.43365690334015
1938269N14091,16.017888504128386,81.14633245944154
1938279N18090,19.399999618530273,85.09182567319357
1938325N09089,15.756234064680868,80.98594167077333
1939102N07082,11.362211213768617,79.82519500126183
1939201N21089,21.694504513963558,88.83516751231075
1939228N21089,21.664488410665935,87.70653620828342
1939240N19092,21.328684679448433,86.90697290616428
1939294N15081,15.112265199758685,80.0509387330969
1939319N10082,10.841798603266248,79.84920720168677
1940139N12083,13.730119518789387,80.0899587305262
1940176N19088,20.139151866421756,86.50424027023452
1940182N21089,21.888355003193578,88.6558199077987
1940233N19087,19.991165795117706,86.40883556226275
1940239N22090,21.799999237060547,88.9386193686669
1940259N17087,17.553403982160653,83.13978830917482
1940294N18087,21.62918239698997,88.59688787572543
1940355N11092,11.519705833728631,92.2464721621002
1941179N21090,20.600000381469727,86.88234045663214
1941187N22088,21.780166215985734,88.30000305175781
1941220N21089,21.643734994339695,87.656262891488
1941227N19092,22.0,88.93354103781961
1941250N20089,21.588078374164155,87.4119235900331
1941277N07088,16.520809755417375,82.19306045130652
1941334N08087,11.699999809265137,72.71581853565417
1941343N09092,12.69797355488279,74.88581757128668
1942183N21090,21.636525171859958,87.59042222874196
1942189N21090,21.669235095204442,88.5615301618574
1942205N21089,21.700000762939453,88.92819508519666
1942213N22090,20.94919032984161,86.89514086551954
1942241N18090,20.349325805593953,86.77600887581143
1942252N21092,20.799999237060547,86.96125547983486
1942269N17087,19.76219482317612,85.7252005317774
1942287N17090,21.672035571230374,87.72401020479096
1943133N11082,12.460390497893961,80.13960722073872
1943151N20089,21.667480468338425,88.46626027833761
1943198N21089,21.633653208574703,89.08317222103871
1943205N20090,20.262356179270743,86.67529102975324
1943212N20090,21.748369684300002,87.85163211213776
1943216N22089,21.600000381469727,88.58206833343654
1943265N19089,21.643734994339695,87.656262891488
1943278N13084,14.300000190734863,74.41655218944418
1943289N15081,15.15672194182059,80.06491752344485
1944191N19087,19.67915154834457,85.52084767793315
1944205N21091,21.345627347898784,86.92395343869755
1944210N20090,20.56607043501533,86.83571673405977
1944227N23084,20.868131341552253,72.80439639102353
1944231N19089,19.922497440976706,86.27125673922399
1944273N19089,20.43530352695569,86.79408665927144
1944277N21089,21.66448810154394,87.70653578095995
1944299N12084,13.800000190734863,80.13666083917816
1945188N20089,21.299999237060547,86.88652086983494
1945249N18090,20.606170027262973,86.89177527918704
1945261N18089,18.998116120597384,84.70753246585265
1945272N18089,19.66782055635024,85.30957405111802
1945288N07092,16.339470807675486,81.31710631424951
1946183N20091,21.190411607165704,86.82237756566529
1946201N17087,21.224790647453922,86.83760698793657
1946213N20089,21.5992026625406,87.45039961479641
1946217N20090,21.591364770779954,88.16295502426885
1946229N20091,20.109351858025835,86.48597256220799
1946249N20090,20.899999618530273,86.91724430188508
1946257N20089,21.714966583251954,88.69999694824219
1946276N16092,22.199710768041346,88.13323600924299
1946305N09088,10.492807369889539,79.85754354388946
1946310N08089,13.960837804963164,80.14790816587153
1946319N09086,12.489109549343253,74.97722297102501
1947175N19090,20.937468437432557,86.90024925565704
1947196N20090,21.15074801204802,86.82387887008674
1947233N17087,21.248673652917052,86.85132863590131
1947239N19089,20.629138784046557,86.92715357672735
1947245N22089,21.863777057683453,88.96811202269384
1947268N17088,17.88365391767879,83.44903450196777
1947305N12097,17.600000381469727,83.22184960047404
1948176N20089,21.614272205002315,88.38572997455871
1948188N20088,20.579549366783965,86.85453857082562
1948209N20090,21.640159450456885,88.91988117681406
1948225N18087,20.22977762910799,86.60533408615201
1948263N17086,20.773771347737178,70.63934093343134
1948303N09091,16.455906944266943,82.05432595943697
1949159N20088,20.633020796966264,86.93396042863101
1949194N19086,21.0,86.8717951304877
1949213N20088,20.518539191413012,86.77528397271472
1949256N20088,20.30164929738024,86.6834964079898
1949262N16092,16.301196773435606,81.69760192117428
1949294N10095,16.34236422727748,81.58645446102187
1950143N08093,8.237188856400067,93.0999984741211
1950160N19091,21.809523863906755,88.09047402894203
1950174N20089,21.72069630095506,87.81953553324617
1950192N20088,20.5818860034085,86.85748329428345
1950206N21089,21.61724130624731,87.53103477501077
1950221N21089,21.5921554324833,89.12695929249048
1950252N15085,17.200000762939453,82.47363583946152
1950255N21090,21.189287334164682,86.82142439158687
1951205N17089,19.79246159620534,85.81319387832654
1951211N20087,20.582781346744685,86.858611641968
1951228N20090,21.6514840589025,88.23135771208047
1952137N10093,10.726343401016727,92.4000015258789
1952176N21090,21.597892983354072,88.40210888379929
1952186N21089,21.62442477698099,88.1259594961001
1952202N21089,21.407854588494303,86.98036265000047
1952213N21091,21.799999237060547,88.20022474472493
1952226N21089,21.551980091417423,87.24010053435066
1952233N19089,20.513848450777616,86.77230233550532
1953167N17087,19.09124024949863,84.7737224887589
1953213N20090,21.51478254817136,87.14086788337136
1953235N22089,22.0,88.38615579451509
1953266N16092,21.777722965958258,87.8815197835845
1954219N18086,20.774060090438347,86.887032076256
1954245N18088,19.69074106463143,85.46481888419291
1954269N14088,17.118316517165017,82.38448723878624
1954293N09088,12.119543370196997,79.920305686595
1955125N11084,16.545453309304154,82.23636235661849
1955178N20089,21.189287334164682,86.82142439158687
1955237N18087,18.854681419806838,84.58127432077265
1955245N21090,21.592032409972767,87.42390498444054
1955264N19087,19.576210562909235,85.19515774836306
1955273N18090,20.213502004028655,86.57749634841322
1955279N13091,18.263247812901085,84.04187841857663
1955333N09084,10.300000190734863,79.75307895482513
1956040N07092,12.473114827898714,92.82185555304731
1956118N08091,14.97764653889715,80.05960941910011
1956150N22090,21.600000381469727,88.58206833343654
1956177N17086,18.262073496242525,84.0379272097116
1956183N19088,20.522074020661226,86.77792776801581
1956214N19088,21.04513735497645,86.8548650318259
1956220N21088,21.66834327976536,87.71266023134474
1956227N18088,21.59487756836775,88.49795090602638
1956253N21090,21.63132336991226,87.56867524819718
1956300N06091,15.39086684124593,80.13652993164825
1956324N09085,11.14093329514764,79.85906872092124
1957231N20091,19.84299345234515,86.02802336728956
1957253N15087,18.51868684222026,84.2719691519411
1958190N20088,21.22292550037301,86.8360987994105
1958197N21088,21.590634834943245,87.41873226166598
1958241N19088,19.899999618530273,86.22354378113772
1958251N20090,20.64199201663993,86.94804873906862
1958256N21090,21.713782485800813,88.29311173030987
1958279N10086,14.203277494823073,80.12568668893884
1958322N08093,13.554643651730112,80.13607105432651
1959179N18089,23.516725661503266,68.44982269647474
1959185N19089,19.76977960492752,85.55577411019941
1959191N21090,23.700000762939453,68.39920652615466
1959237N18086,19.40588203194181,85.09411617290726
1959270N17092,21.554805475721277,87.31779278963323
1959332N10081,9.899999618530273,76.304976263033
1960148N20089,21.716520087359704,88.4000015258789
1960182N20089,20.21055616184811,86.5736098258524
1960222N21089,21.548942222351325,87.21913450334849
1960226N19090,21.608767594092605,88.28246829207072
1960237N20090,21.69873226767344,88.76751292626163
1961009N10082,8.760258633553134,78.20064906405214
1961159N21090,21.658032653552443,88.92590497849352
1961178N17093,21.59441058777122,88.38894117734226
1961182N22088,21.600000381469727,87.4530002450744
1961248N22089,21.81188760056006,88.27622587125545
1961254N19094,21.61402730477234,87.51583746938803
1961265N21090,21.6079626091852,87.48407539270075
1961270N20090,21.93461559591922,88.93076936571181
1962134N10082,12.5,80.1579568069434
1962157N19088,21.812499037500984,88.35625165260193
1962192N17087,18.847813712681912,84.57828010298861
1962251N17086,20.887742218079392,71.34031930946477
1962259N17086,18.923130158849666,84.63843266161112
1962262N19092,21.934630349979916,89.06536840319771
1962299N10094,10.65568075482637,92.57727943428141
1962343N10090,11.399999618530273,92.61994909203571
1963157N20088,21.52963716250043,88.50987892854782
1963174N14096,19.429973109182818,85.12016096444897
1963185N22089,21.600000381469727,88.84361514594612
1963221N20089,21.588078297363406,87.41192338259039
1963251N16097,21.260780491563604,86.85687492242843
1963291N09092,11.764255985080984,79.7929079676074
1964185N21090,21.624383729181396,88.12685118487812
1964218N19088,19.813984808330005,85.88601568785687
1964222N20090,20.330509974675017,86.76949173219943
1964228N21088,21.352893640488972,86.9294741287621
1964267N21089,21.545691651612945,87.2086177863976
1964271N17086,17.200000762939453,82.47363583946152
1964291N16091,19.34986927028869,85.03341980719975
1964308N08096,10.555262621614569,92.55855210081434
1964321N14086,13.5,92.90028439690084
1964352N05093,10.692841719160908,75.95010822487376
1965194N19087,19.299999237060547,84.9599253573873
1965207N21090,21.5684736667145,87.36305527862413
1965235N20087,21.576094731688492,87.32390534280412
1965243N19091,19.34093585897514,85.01813017154743
1965262N15084,16.0138886184839,81.14444353392004
1965364N08088,17.58586525766646,83.19293217996506
1966118N08088,12.0,79.85484379948797
1966153N15088,18.164413970482244,83.83558711780317
1966179N21088,21.827706406598182,88.30000305175781
1966198N20088,20.17924658985922,86.53113145754682
1966209N21088,21.522690113519353,87.15462053590075
1966245N20088,19.88970070509058,85.42059895988741
1966305N09096,12.5,80.1579568069434
1966312N08084,16.38896372536269,73.3814957742515
1966322N09087,18.7229931018614,84.47700692668612
1966329N10096,12.979804822053174,80.2706806006962
1966364N08088,17.551391151626955,83.13083347876396
1967207N20088,20.661671749134936,86.97665809135768
1967212N19090,20.271787528370524,86.68463575260657
